PMID_x,Title,Abstract,Authors,Affiliations,Journal_Title,Journal_ISO,Keywords,Date_Pub_Year,Date_Pub_Month,Date_Pub_Day,Date_Revise_Year,Date_Revise_Month,Date_Revise_Day,Grants,URL,DOI,PMID_y,Citation_Count,Cited_By_Clin,Cited_By
40894205,Exploring omics strategies for drug discovery from <i>Actinomycetota</i> isolated from the marine ecosystem.,"Marine <i>Actinomycetota</i> are prolific producers of diverse bioactive secondary metabolites, making them vital for drug discovery. Traditional cultivation and bioassay-guided isolation techniques often lead to the rediscovery of the same compounds, revealing the limitations of these traditional approaches and emphasizing the need for more advanced methods. The emergence of omics technologies such as genomics, metagenomics, transcriptomics, and metabolomics has dramatically enhanced the ability to investigate microorganisms by providing detailed insights into their biosynthetic gene clusters, metabolic pathways, and regulatory mechanisms. These comprehensive tools facilitate the discovery and functional analysis of new bioactive compounds by revealing the genetic blueprints underlying their biosynthesis. Omics and function-driven techniques like heterologous expression, analytical techniques (including high-resolution mass spectrometry and nuclear magnetic resonance spectroscopy), and culture condition optimization have enabled access to previously silent or cryptic gene clusters, expanding the chemical diversity available for exploration. This review emphasizes the integration of omics-based insights with function-driven methodologies and innovative culture techniques, forming a holistic approach to unlock the extensive biosynthetic capabilities of marine <i>Actinomycetota</i>. Combining these strategies holds great promise for discovering new marine-derived compounds with potential therapeutic applications.","Narsing Rao, Manik Prabhu; Quadri, Syed Raziuddin; Sathish, Manda; Quach, Ngoc Tung; Li, Wen-Jun; Thamchaipenet, Arinthip","Omics Center for Agriculture, Bioresources, Food, and Health, Kasetsart University (OmiKU), Bangkok, Thailand.; State Key Laboratory of Biocontrol, Guangdong Provincial Key Laboratory of Plant Resources and Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), School of Life Sciences, Sun Yat-Sen University, Guangzhou, China.; Centro de Investigación de Estudios Avanzados del Maule, Vicerrectoría de Investigación y Postgrado, Universidad Católica del Maule, Talca, Chile.; Department of Medical Laboratory Technology, Faculty of Applied Medical Sciences, Northern Border University, Arar, Saudi Arabia.; Institute of Biotechnology, Vietnam Academy of Science and Technology, Hanoi, Vietnam.; Instituto de Ciencias Aplicadas, Facultad de Ingeniería, Universidad Autónoma de Chile, Centro de Investigación e Innovación, Huechuraba, Chile.; Department of Genetics, Faculty of Science, Kasetsart University, Bangkok, Thailand.",Frontiers in pharmacology,Front Pharmacol,,2025,08,15,2025,09,15,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40894205,10.3389/fphar.2025.1634207,40894205,0,0,NONE
40909900,Study on the isolation of rhizosphere bacteria and the mechanism of growth promotion in winter wheat in response to drought stress.,"Wheat is one of the three major cereal crops in the world and is susceptible to the effects of drought stress. Rhizosphere microorganisms can affect plant growth by altering nutrient absorption and resistance to stress. Studying the plant-microbe interaction under drought stress to reveal the impact of soil microorganisms on plant growth in dry land has important scientific significance. In this study, seven plant growth-promoting bacteria were isolated from the rhizosphere soil of winter wheat, and their growth-promoting ability was compared and analyzed. The results indicate that these strains are capable of hydrolyzing organic and inorganic phosphorus, fixing nitrogen, producing IAA (indole-3-acetic acid), ACC deaminase, and iron siderophore. Combined with pot experiment data, <i>Microbacterium</i> sp. I2, <i>Arthrobacter</i> sp. R4, and <i>Microbacterium</i> sp. K2 can significantly promote wheat growth. Under normal conditions, the wheat plant height increased by 5.17%, 13.02%, and 12.14% compared to the control group after one month of treatment with I2, R4, and K2, respectively. Under drought stress, the plant height increased by 6.41%, 2.56%, and -3.46%, respectively. However, under drought stress, only K2 significantly increased wheat root length by 11.94% compared to the control group. Therefore, K2 has stronger drought resistance than I2 and R4. Genome sequencing and comparative genome analysis of I2, R4, and K2 strains revealed that the strains contain functional gene clusters related to phosphorus solubilization (<i>pstABCS, phoUR</i>), ACC deamination (<i>accABD</i>), iron transport (<i>fepCDG</i>), IAA production (<i>trpABC</i>), nitrogen fixation (<i>nifUHJ</i>), drought resistance (<i>ostAB, treXYZ</i>), but with different gene types and copy numbers. Compared to I2, the R4 genome lacks one copy of the <i>phoUR</i> gene cluster, ACC deaminase, and iron transport related functional gene clusters. The K2 genome contains both <i>treXYZ</i> and <i>ostAB</i> gene clusters, which may be associated with its significant improvement in plant drought resistance. This study indicates that PGPB may promote plant growth by affecting nutrient absorption and hormone synthesis, while also affecting plant drought resistance by regulating osmotic pressure and trehalose biosynthesis, providing a theoretical basis for regulation of plant growth in a sustainable way.","Zhang, Lijuan; Pan, Yanshuo; Qi, Yanjie; Bai, Jing; Han, Dongfei","Institute of Soil Science, Chinese Academy of Sciences, Nanjing, China.; School of Chemistry and Life Sciences, Suzhou University of Science and Technology, Suzhou, China.; School of Environmental Science and Engineering, Suzhou University of Science and Technology, Suzhou, China.",Frontiers in plant science,Front Plant Sci,,2025,08,19,2025,09,15,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40909900,10.3389/fpls.2025.1595554,40909900,0,0,NONE
40904868,Comparative genomics and synteny analysis of PP2C phosphatases in modern and wild sugarcane cultivars for insights into abiotic stress response.,"PP2C phosphatases regulate key physiological processes in plants, essential for growth, development, and stress responses. Sugarcane, a vital crop for many economies, faces severe abiotic stress, which negatively impacts production. Given the role of the PP2C gene family in stress tolerance and the recent publication of the genome sequence of the modern polyploid sugarcane cultivar R570, this study conducted genome-wide identification and characterization of the PP2C gene family in sugarcane. The analysis includes genome-wide identification, phylogenetic analysis, gene structure, conserved motif and domain analysis, synteny analysis, evolutionary selection pressure (Ka/Ks) estimation, gene ontology annotation, and RT-qPCR based expression profiling of selected PP2C genes. A total of 500 PP2C genes were identified, distributed across all 10 chromosomes and their subgenomes. Phylogenetic analysis, using Arabidopsis, <i>S. spontaneum</i>, maize, and wheat as references, classified these genes into 13 subfamilies. The results showed that, similar to <i>S. spontaneum</i>, where the largest subfamily is F with 37 members, the largest subfamily in the sugarcane hybrid cultivar was also F, with 74 members, followed by subfamily A with 69 members. The exon and motif distribution were found to be highly conserved within the same subfamily. Tandem duplication was prominent, with 107 genes identified as paralogs, indicating their role in gene expansion. The chromosomal distribution of SoffiXPP2C genes was partially biased, as approximately 50% of the genes were located on chromosomes 1, 2, and 3, along with their respective subgenomes. Synteny analysis revealed a strong conservation of the protein phosphatase domain between modern hybrid and wild sugarcane (<i>S. spontaneum</i>). Additionally, the synteny association of SoffiXPP2C genes with two potential cold stress-responsive genes, SsPP2C27 and SsPP2C64, suggests a possible role of SoffiXPP2C genes in abiotic stress regulation. The observed downregulation of certain SoffiXPP2C genes in waterlogging-tolerant genotypes further supports their potential function as negative regulators, particularly under waterlogging stress conditions. The domain architecture analysis further emphasizes the multifaceted roles of sugarcane PP2Cs, particularly in stress signaling, protein phosphorylation regulation, and membrane-associated functions. Furthermore, the strong alignment of 34 SoffiXPP2C genes with differentially expressed contigs of sugarcane under oxidative stress conditions reinforces insights into the potential role of SoffiXPP2Cs in stress response. These findings provide valuable insights into the evolutionary conservation of PP2C genes in sugarcane hybrid cultivar and their critical role in abiotic stress responses.","Kumari, Shweta; Harshavardhini, R K; Murugan, Nandhini; Keerthana, S; Aispriya, NONE; Vinayaka, NONE; Ramaswamy, Anitha; Prabhakaran, Jeyakumar; Ramaswamy, Manimekalai","Department of Crop Physiology, Tamil Nadu Agricultural University, Coimbatore, Tamil Nadu, India.; Division of Crop Improvement, ICAR- Sugarcane Breeding Institute, Coimbatore, Tamil Nadu, India.; Statistics & Economics Section, ICAR-Sugarcane Breeding Institute, Coimbatore, Tamil Nadu, India.; Department of Computer Science, Amrita Vishwa Vidyapeetham, Coimbatore, Tamil Nadu, India.",Frontiers in plant science,Front Plant Sci,,2025,08,19,2025,09,15,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40904868,10.3389/fpls.2025.1596800,40904868,0,0,NONE
40838078,Enhancing wheat genomic prediction by a hybrid kernel approach.,"This study integrates genomic and pedigree data by leveraging advanced modeling techniques, aiming to enhance the predictive performance of genomic selection models by capturing complex genetic relationships through the interaction of both matrices and exploring the utility of non-linear methods, such as kernel matrices. Our goal was to improve genomic prediction accuracy by combining the pedigree-based or genetic similarity matrix ( <b><i>A</i></b> ) with the genomic similarity matrix ( <b><i>G</i></b> ). Using various wheat datasets, we performed five single-environment models and five multi-environment models that incorporated genotype-by-environment (G × E) interactions. The proposed models S5 and M5 significantly enhanced prediction accuracy by incorporating two novel symmetric kernels, <b><i>C</i></b> and <b><i>P</i></b> , derived from the interaction of genomic and pedigree matrices. These hybrid kernels captured additional, independent genetic variation not explained by conventional matrices. The proposed prediction model outperformed the standard conventional models in most single-environment and multi-environment models. The genomic models with non-linear kernels were better predictors than the linear prediction models.","Cuevas, Jaime; Crossa, Jose; Montesinos-López, Abelardo; Martini, Johannes W R; Gerard, Guillermo Sebastiáń; Ortegón, Jaime; Dreisigacker, Susanne; Govindan, Velu; Pérez-Rodríguez, Paulino; Saint Pierre, Carolina; Herrera, Leonardo Abdiel Crespo; Montesinos-López, Osval A; Vitale, Paolo","Colegio de Postgraduados, Montecillos, Mexico.; Facultad de Telemática, Universidad de Colima, Colima, Mexico.; Aardevo B.V., Nagele, Netherlands.; División de Ciencias, Ingeniería y Tecnologías (DCIT), Universidad Autónoma del Estado de Quintana Roo, Chetumal, Quintana Roo, Mexico.; International Maize and Wheat Improvement Center (CIMMYT), Mexico-Veracruz, Edo. de México, Mexico.; Centro Universitario de Ciencias Exactas e Ingenierías (CUCEI), Universidad de Guadalajara, Guadalajara, Jalisco, Mexico.",Frontiers in plant science,Front Plant Sci,,2025,08,01,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40838078,10.3389/fpls.2025.1605202,40838078,0,0,NONE
40918955,Bridging micro and macroevolution: insights from chromosomal dynamics in plants.,"Understanding the relationship between macro- and microevolutionary processes and their delimitation remains a challenge. This review focuses on the role of chromosomal rearrangements in plant population differentiation and lineage diversification resulting in speciation, helping bridge the gap between macro- and microevolution through chromosomal evolution. We focus on angiosperms, a group that comprises the majority of extant plant species diversity and exhibits the largest chromosomal and genomic variations. Here, we address the following questions: Are macroevolutionary patterns of chromosome evolution the result of accumulated microevolutionary changes, or do chromosomal dynamics drive larger shifts along the speciation continuum? At the macroevolutionary level, we investigated the association between karyotype diversity and diversification rates using evidence from comparative genomics, chromosomal evolution modelling across phylogenies, and the association with several traits across different angiosperm lineages. At the microevolutionary level, we explore if different karyotypes are linked to morphological changes and population genetic differentiation in the same lineages. Polyploidy (autopolyploidy and allopolyploidy) and dysploidy are known drivers of speciation, with karyotypic differences often leading to reproductive barriers. We found that dysploidy, involving gains and losses of single chromosomes with no significant change in overall content of the genome, appears to be relatively more frequent and persistent across macroevolutionary histories than polyploidy. Additionally, chromosomal rearrangements that do not entail change in chromosome number, such as insertions, deletions, inversions, and duplications of chromosome fragments, as well as translocations between chromosomes, are increasingly recognized for their role in local adaptation and speciation. We argue that there is more evidence linking chromosomal rearrangements with genetic and morphological trait differentiation at microevolutionary scales than at macroevolutionary ones. Our findings highlight the importance of selection across evolutionary scales, where certain chromosomal dynamics become fixed over macroevolutionary time. Consequently, at microevolutionary scales, chromosome rearrangements are frequent and diverse, serving as key drivers of plant diversification and adaptation by providing a pool of variation from which beneficial chromosomal changes can be selected and fixed by evolutionary forces.","Benítez-Benítez, Carmen; Mohan, Ashwini V; Sánchez-Villegas, Rogelio; Gómez-Ramos, Inés; Valdés-Florido, Ana; Lucek, Kay; Slovák, Marek; Kolář, Filip; Leitch, Ilia J; Luceño, Modesto; Larridon, Isabel; Carta, Angelino; Cuscó-Borràs, Joan; Maguilla, Enrique; Montero-Ramírez, Alegría; Meirmans, Patrick G; Scott, Alison Dawn; Martín-Bravo, Santiago; Escudero, Marcial","Department of Biology, Botany Unit, University of Pisa, Pisa, Italy.; Czech Academy of Sciences, Institute of Botany, Průhonice, Czechia.; Biodiversity Genomics Laboratory, Institute of Biology, University of Neuchâtel, Neuchâtel, Switzerland.; Department of Microbial and Plant Interactions, Plant Science and Biodiversity Centre, Slovak Academy of Sciences, Institute of Botany, Bratislava, Slovakia.; Department of Botany, Faculty of Science, Charles University, Prague, Czechia.; Royal Botanic Gardens, Kew, Richmond, United Kingdom.; Centre for Climate Change Impact (CIRSEC), University of Pisa, Pisa, Italy.; Botany Area, Department of Plant Biology and Ecology, Faculty of Biology, University of Seville, Seville, Spain.; Department of Chromosome Biology, Max Planck Institute for Plant Breeding Research, Cologne, Germany.; Botany Area, Department of Molecular Biology and Biochemical Engineering, Universidad Pablo de Olavide, Seville, Spain.; Institute for Biodiversity and Ecosystem Dynamics (IBED), Faculty of Science, University of Amsterdam, Amsterdam, Netherlands.",Frontiers in plant science,Front Plant Sci,,2025,08,22,2025,09,10,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40918955,10.3389/fpls.2025.1606450,40918955,0,0,NONE
40831730,Integrated metabolomic and transcriptomic analysis reveals the biosynthesis mechanism of dihydrochalcones in sweet tea (<i>Lithocarpus litseifolius</i>).,"The demand for plant-based, low-calorie natural sweeteners is increasing. Four dihydrochalcones (DHCs), namely phloretin, phlorizin, trilobatin, and sieboldin, have been identified in the leaves of <i>Lithocarpus litseifolius</i>. These compounds serve as natural flavor sweeteners with potential health-promoting effects. However, the biosynthetic pathways of these DHCs are not yet fully understood. In this study, the content of four DHCs was quantified using LC-MS/MS across five developmental stages (S1-S5) of <i>L. litseifolius</i> leaves. Our results revealed an accumulation pattern where DHC levels peaked at stage S3, followed by a sharp decrease at stages S4 and S5, with the exception of sieboldin, which maintained high levels. We elucidated the complete biosynthetic pathway of DHCs, involving 82 candidate enzyme-encoding genes, including five <i>PALs</i>, three <i>C4Hs</i>, 13 <i>4CL</i>s, 18 <i>CDBRs</i>, five <i>CHSs</i>, 14 <i>P2'GTs</i>, 12 <i>P4'GTs</i>, nine <i>F3'Hs</i>, and three <i>CH3H</i>s, and found that either tandem duplication or proximal duplication may have contributed to the expansion of key genes such as <i>CDBR</i>, <i>P2'GT</i>, and <i>P4'GT</i>. Furthermore, we reconstructed 11 regulatory networks of DHCs, two modules were positively related to the contents of phloretin, phlorizin, and trilobatin (r = 0.54-0.69, <i>P</i> < 0.05), while two other modules were associated with sieboldin accumulation (r = 0.59-0.74, <i>P</i> < 0.05). We also identified <i>MYB</i>, <i>WD40</i>-like, <i>WRKY</i>, and <i>bHLH</i> transcription factors as potential regulators in the biosynthesis of four DHCs. We found two biosynthetic gene clusters of DHCs, including nine and four genes encoding <i>CDBR</i> and <i>P2'GT</i>, respectively. Syntenic and phylogenetic analyses revealed that these two BGCs may have experienced independent evolutionary processes within the Fagaceae family. Our study provides a theoretical foundation for the resource development and utilization of sweet tea. It also paves the way for the development of high-quality natural sweeteners.","Ling, Shaojun; Lin, Qiongqiong; Zhou, Biaofeng; Liang, Yiye; Luo, Wenji; Shen, Zhao; Wang, Jingshu; Niu, Jingwei; Qiao, Liangjing; Wang, Baosheng; Liu, Hui","State Key Laboratory of Plant Diversity and Specialty Crops, South China Botanical Garden, Chinese Academy of Sciences, Guangzhou, China.; Guangdong Provincial Key Laboratory of Applied Botany, South China Botanical Garden, Chinese Academy of Sciences, Guangzhou, China.; South China National Botanical Garden, Guangzhou, China.",Frontiers in plant science,Front Plant Sci,,2025,08,04,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40831730,10.3389/fpls.2025.1629266,40831730,0,,
40831529,From genomics to clinical practice: opportunities and challenges in addressing physical comorbidity in SMI.,,"Zhang, Junfeng; Liu, Xiaoling; Zhang, Bao; Chen, Xiaoyan","Department of Rehabilitation, Taihe Hospital, Hubei University of Medicine, Shiyan, Hubei, China.; School of Basic Medical Sciences, Hubei University of Chinese Medicine, Wuhan, China.; Key Laboratory of Traditional Chinese Medicine Resources and Traditional Chinese Medicine Formulas, Hubei University of Chinese Medicine, Wuhan, China.; Pediatric Department of Taihe Hospital, Hubei University of Medicine, Shiyan, Hubei, China.",Frontiers in psychiatry,Front Psychiatry,,2025,08,04,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40831529,10.3389/fpsyt.2025.1627629,40831529,0,,
40777654,A capacity strengthening model toward self-reliant and sustainable one-health workforce in six East African Community Partner States.,"The burden of infectious diseases and antimicrobial resistance (AMR) in Africa highlights the critical need for strengthened genomic surveillance capacities that are embedded within the national public health framework. In the East African Community (EAC), this challenge is compounded by limited infrastructure and insufficient workforce capacity in bioinformatics and genomics, particularly within National Public Health Laboratories (NPHLs). This paper describes the implementation of a regional capacity-building initiative based on a multi-phase Training-of-Trainers (ToT) model across six EAC Partner States. Anchored in a One Health framework, the initiative focused on equipping public health professionals within NPHLs with practical skills in pathogen genomics, AMR analysis, and bioinformatics workflows, while also supporting the institutionalization of standardized procedures and tools. Through modular training, in-country cascade sessions, and structured mentorship, the program enabled integration of genomic approaches into public health surveillance activities. Despite infrastructural and operational constraints, the initiative supported measurable gains in applied proficiency, routine use of genomics tools in surveillance tasks, and regional coordination on pathogen data analysis. This case study outlines the program's design, implementation, and observed outcomes, and offers a transferable framework for workforce and systems development in low-resource settings. This experience contributes to ongoing global discussions on equitable genomic surveillance and preparedness by demonstrating how structured, context-specific training can support sustainable adoption of genomics within national public health institutions.","Nguinkal, Julien A; Gehre, Florian; Lagu, Hakim I; Achol, Emmanuel; Nzeyimana, Eric; Kiiru, John N; Nyandwi, Joseph; Dumo, Gregory W; Moremi, Nyambura; Nabadda, Susan N; Mukagatare, Isabelle; Molina, Andrea; May, Jürgen; Affara, Muna","Biomedical Services Department, Rwanda Biomedical Centre, Kigali, Rwanda.; Department of Infectious Disease Epidemiology, Bernhard-Nocht Institute for Tropical Medicine, Hamburg, Germany.; Department of Disease Surveillance and Epidemic Response, Ministry of Health, Nairobi, Kenya.; German Center for Infection Research (DZIF), Hamburg-Borstel-Lübeck-Riems, Hamburg, Germany.; National Public Health Laboratory, Ministry of Health, Juba, South Sudan.; National Reference Laboratory, National Institute of Public Health, Bujumbura, Burundi.; National Public Health Laboratory, Ministry of Health, Dar es Salaam, Tanzania.; Health Department, East African Community (EAC), Arusha, Tanzania.; Tropical Medicine II, University Medical Center Hamburg-Eppendorf (UKE), Hamburg, Germany.; Central Public Health Laboratories, National Health Laboratories, Ministry of Health, Kampala, Uganda.",Frontiers in public health,Front Public Health,"Capacity Building, Humans, Africa, Eastern, One Health, Public Health, Genomics, Computational Biology, East African People",2025,07,24,2025,08,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40777654,10.3389/fpubh.2025.1636817,40777654,0,,
40900699,Next generation sequencing as a panacea for antibiotic susceptibility testing: yea or nay?,"Practical next generation sequencing (NGS) technologies are entering the high-throughput diagnostic clinical microbiology laboratory. Bacterial whole genome sequences (WGS) can be used for detection and identification of species and their (relative) quantification. Genomic relatedness and epidemiological spread of strains of microorganisms can be traced, in parallel with detection of virulence genes as well as genes involved in antimicrobial resistance (AMR). The latter potentially facilitates genomic antimicrobial susceptibility testing (gAST). AMR mechanisms and the genes involved are diverse and require dedicated supporting databases in order to be accurately detected by microbial genomics. The present document assesses the current position of NGS and gAST assays in the clinical microbiology laboratory and discusses their role in establishing a clinically actionable antibiogram which defines the spectrum of antibiotics to which a given microbial strain is susceptible or resistant. Key question is whether or not gAST has added value as compared to current AST methodologies. Full diagnostic implementation of gAST in the routine medical microbiology laboratory is as yet impossible. The technical complexity of gAST still needs a significant decrease, gAST data management needs to be improved and simplified, the timeliness of the gAST assays requires improvement, and costs need to go down. The throughput of genomic testing for large-scale routine medical-microbiological testing needs to be enhanced. Its clinical value needs to be better defined and requirements for optimal market access and acceptance should be further developed. When forthcoming gAST has been shown to be compatible with insurance and reimbursement budgets as well as microbiological QA/QC assessment and has been through the European <i>In Vitro</i> Diagnostics Regulation (IVDR) accreditation and/or US FDA approval, only then a more significant future role for gAST can be carefully considered. We should avoid that bureaucracy impedes the development of sequence-based AMR assessment. To date, routine gAST cannot do without combining it with rapid phenotypic AST.","van Belkum, Alex","ShanX Medtech, Eindhoven, Netherlands.; Independent Researcher, Rijnsburg, Netherlands.",Frontiers in public health,Front Public Health,"High-Throughput Nucleotide Sequencing, Humans, Microbial Sensitivity Tests, Anti-Bacterial Agents, Drug Resistance, Bacterial",2025,08,18,2025,09,05,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40900699,10.3389/fpubh.2025.1650925,40900699,0,0,NONE
40822678,Advances in the application of multi-omics analysis in skin aging.,"Skin aging is a progressive decline in the structural integrity and physiological function of the skin, driven by a complex interplay of intrinsic and extrinsic factors. Consequently, skin aging is classified into intrinsic and extrinsic aging. Intrinsic aging is characterized by epidermal thinning, dryness, fine lines, and reduced elasticity over time, whereas extrinsic aging manifests as epidermal thickening, deep wrinkles, skin laxity, roughness, and pigmentation, particularly in sun-exposed areas, such as the face, neck, and hands. The underlying mechanisms of these two aging processes are intricate and distinct, encompassing various elements, including temporal aspects, genetic predisposition, immune responses, endocrine influences, and ultraviolet radiation. Multi-omics approaches-including macro-genomics, epigenetics, transcriptomics, proteomics, and metabolomics-offer valuable insights into the mechanisms and pathogenesis of skin aging while aiding in the identification of biomarkers and potential therapeutic targets. This review provides an overview of advancements in skin aging research using multi-omics technologies, aiming to foster innovation in research methodologies related to skin aging.","Long, Boquan; Pan, Weitian; Wu, Shuozhong; Nong, Qianye; Li, Wenhui; Chen, Siqi; Guo, Hongwei","Dermatology Department of the Second Affiliated Hospital of Guangdong Medical University, Zhanjiang, China.; The First Clinical College, Guangdong Medical University, Zhanjiang, Guangdong, China.",Frontiers in aging,Front Aging,,2025,07,31,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40822678,10.3389/fragi.2025.1596050,40822678,0,,
40822568,Population health management genomic new-born screens and multi-omics intercepts.,"The Population Health Management (PHM) Genomic Newborn Screens (GNBS) and Multi-Omics Intercepts for Human Phenotype Ontology (HPO) using Federated Data Platforms (FDP) represent a groundbreaking innovation in global health. This reform, supported by the UK's Genomic Medical Services (GMS) through ""The Generation Study,"" aims to significantly reduce infant mortality by identifying and managing over 200 rare diseases from birth, paving the way for personalised health planning. Using an ecosystem approach, this study evaluates a diverse pangenome to predict health outcomes or confirm diagnoses prior to symptomatic manifestations. GNBS standardises care by integrating diagnostic techniques such as blood spot analysis and full blood cell diagnostics to stratify risk. The approach enhances the understanding of rare diseases in primary care medicine, with biomedical and haematology diagnoses re-evaluated. Scientific proof of concept and fit-for-purpose technology align multi-omics in pre-eXams (X = Gen AI). The Digital Regulation Service (DRS) assembles an agile group of experts to enhance medical science through human phenotype ontology (HPO) for precise disease segmentation, scheduling accurate eXam intercepts where needed. This team strategically plans regulation services for digital HPO eXam assurance and implements Higher Expert Medical Science Safety (HEMSS) frameworks. The DRS is responsible for overseeing gene, oligonucleotide, and recombinant protein intercepts; commissioning blood pathology HPO eXam intercepts; and monitoring preliminary eXams with advanced imaging techniques. In pursuit of excellence in PHM of HPO, HEMSS with Agile Group Development leverages the Genomic Newborn Screens (GNBS) and multi-omics to create personalised health plans integrated with NHS England Genomics and AI-driven DRS. The discourse extends to examining GNBS predictors and intercepts, focusing on their impact on public health and patient safety. Discussions encompass structured HPO knowledge addressing newborn health, ethical considerations, family privacy, and the benefits and limitations of pre-eXam screenings and life eXam intercepts. These debates involve stakeholders in adopting HPO-enhanced clinical pathways through Alliances for Health Systems Networking-Genomic Enterprise Partnerships (AHSN-GEP). ""The Generation Study"" represents a paradigm in digital child health management using an HPO-X-Gen-AI framework, transitioning from trusted research to evidence-based discovery. This approach sets a standard for personalised healthcare practices, incorporating ontology risk stratification and future-ready analytics as outlined in the NHS Constitution. The discourse on higher expert medical science safety governance will continue in the forthcoming manuscript, ""PHM Fit Lifecycles in Future Analytics,"" which will further explore developing localised health solutions for ""Our Future Health.""","Henry, James Andrew","Institute of Biomedical Sciences, London, United Kingdom.",Frontiers in artificial intelligence,Front Artif Intell,,2025,07,29,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40822568,10.3389/frai.2024.1496942,40822568,0,,
40880879,Population health management of human phenotype ontology.,"Population Health Management (PHM), through strategic integration of the Human Phenotype Ontology (HPO), emphasises the responsible use of digital infrastructure and comprehensive genomic data to promote good health and wellbeing. The UK seeks to steward medical science and phenotype practices in primary care settings with technical approaches for developing a national Biological Modelling (BM) ecosystem. By recognising diverse global healthcare systems, this manuscript offers a means for nations to adapt their HPO operational deployment for global PHM harmony. The methodological approach incorporates primary care services and funding assessments to address digital infrastructure needs, ensuring secure national data access. Evaluations include ISO standards, systems thinking, alignment of UK infrastructure with informatics requirements, and AI norms within the ecosystem. Specific use cases for genomic predictive health pre-eXams and precise care eXams are assessed, alongside strategies for bias mitigation to ensure fairness in AI-driven classifications. The manuscript advocates for establishing local agile ecosystem groups for PHM, regional Higher Expert Medical Science Safety (HEMSS) stewardship, national HPO value-based care models, and integrating global PHM general intelligence. Real-world AI and clinical practice comparisons are emphasised for validating digital twin personalised BM via Gen AI in the HPO transformation ecosystem. Federated Learning and GPT-5 technologies advance international PHM by supporting HPO transformations. Standard personalised BM learning addresses intranational HPO variances, requiring individual classifications. National HPO roadmaps prioritise inclusiveness and stakeholder engagement, supported by informed consent and quantum intelligence. Ethical and equitable HPO deployment demands proactive stewardship and national cooperation to address limitations and ensure robust classifications. Unified, data-driven HPO transformation utilising advanced AI and genomics is essential for personalised healthcare delivery. Rigorous assessments, ethical considerations, and global collaboration enable impactful implementation. National PHM ecosystems guided by HPO transformation in classifications sustain healthcare, advancing patient outcomes through responsible innovation and informed policy development.","Henry, James Andrew","Institute of Biomedical Sciences, London, United Kingdom.",Frontiers in artificial intelligence,Front Artif Intell,,2025,08,13,2025,09,15,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40880879,10.3389/frai.2025.1496935,40880879,0,0,NONE
