ARXIVID,Title,Abstract,Authors,Affiliations,Date_published,URL
2506.01540v1,A nonparametric statistical method for deconvolving densities in the   analysis of proteomic data,"In medical research, often, genomic or proteomic data are collected, with measurements frequently subject to uncertainties or errors, making it crucial to accurately separate the signals of the genes or proteins, respectively, from the noise. Such a signal separation is also of interest in skin aging research in which intrinsic aging driven by genetic factors and extrinsic, i.e.\ environmentally induced, aging are investigated by considering, e.g., the proteome of skin fibroblasts. Since extrinsic influences on skin aging can only be measured alongside intrinsic ones, it is essential to isolate the pure extrinsic signal from the combined intrinisic and extrinsic signal. In such situations, deconvolution methods can be employed to estimate the signal's density function from the data. However, existing nonparametric deconvolution approaches often fail when the variance of the mixed distribution is substantially greater than the variance of the target distribution, which is a common issue in genomic and proteomic data.   We, therefore, propose a new nonparametric deconvolution method called N-Power Fourier Deconvolution (NPFD) that addresses this issue by employing the $N$-th power of the Fourier transform of transformed densities. This procedure utilizes the Fourier transform inversion theorem and exploits properties of Fourier transforms of density functions to mitigate numerical inaccuracies through exponentiation, leading to accurate and smooth density estimation. An extensive simulation study demonstrates that NPFD effectively handles the variance issues and performs comparably or better than existing deconvolution methods in most scenarios. Moreover, applications to real medical data, particularly to proteomic data from fibroblasts affected by intrinsic and extrinsic aging, show how NPFD can be employed to estimate the pure extrinsic density.",Akin Anarat; Jean Krutmann; Holger Schwender,,2025-06-02T11:05:46Z,http://arxiv.org/abs/2506.01540v1
2506.11969v1,A Robust Local Fréchet Regression Using Unbalanced Neural Optimal   Transport with Applications to Dynamic Single-cell Genomics Data,"Single-cell RNA sequencing (scRNA-seq) technologies have enabled the profiling of gene expression for a collection of cells across time during a dynamic biological process. Given that each time point provides only a static snapshot, modeling and understanding the underlying cellular dynamics remains a central yet challenging task in modern genomics. To associate biological time with single cell distributions, we develop a robust local Fr\'echet regression for interpolating the high-dimensional cellular distribution at any given time point using data observed over a finite time points. To allow for robustness in cell distributions, we propose to apply the unbalanced optimal transport-based Wasserstein distance in our local Fr\'echet regression analysis. We develop a computationally efficient algorithm to generate the cell distribution for a given time point using generative neural networks. The resulting single cell generated models and the corresponding transport plans can be use to interpolate the single cells at any unobserved time point and to track the cell trajectory during the cell differentiation process. We demonstrate the methods using three single cell differentiation data sets, including differentiation of human embryonic stem cells into embryoids, mouse hematopoietic and progenitor cell differentiation, and reprogramming of mouse embryonic fibroblasts. We show that the proposed methods lead to better single cell interpolations, reveal different cell differential trajectories, and identify early genes that regulate these cell trajectories.",Binghao Yan; Hongzhe Li,,2025-06-13T17:27:58Z,http://arxiv.org/abs/2506.11969v1
2506.18479v1,"Bayesian integrative factor analysis methods, with application in   nutrition and genomics data","High-dimensional data are crucial in biomedical research. Integrating such data from multiple studies is a critical process that relies on the choice of advanced statistical models, enhancing statistical power, reproducibility, and scientific insight compared to analyzing each study separately. Factor analysis (FA) is a core dimensionality reduction technique that models observed data through a small set of latent factors. Bayesian extensions of FA have recently emerged as powerful tools for multi-study integration, enabling researchers to disentangle shared biological signals from study-specific variability. In this tutorial, we provide a practical and comparative guide to five advanced Bayesian integrative factor models: Perturbed Factor Analysis (PFA), Bayesian Factor Regression with non-local spike-and-slab priors (MOM-SS), Subspace Factor Analysis (SUFA), Bayesian Multi-study Factor Analysis (BMSFA), and Bayesian Combinatorial Multi-study Factor Analysis (Tetris). To contextualize these methods, we also include two benchmark approaches: standard FA applied to pooled data (Stack FA) and FA applied separately to each study (Ind FA). We evaluate all methods through extensive simulations, assessing computational efficiency and accuracy in the estimation of loadings and number of factors. To bridge theory and practice, we present a full analytical workflow, with detailed R code, demonstrating how to apply these models to real-world datasets in nutrition and genomics. This tutorial is designed to guide applied researchers through the landscape of Bayesian integrative factor analysis, offering insights and tools for extracting interpretable, robust patterns from complex multi-source data. All code and resources are available at: https://github.com/Mavis-Liang/Bayesian_integrative_FA_tutorial",Mavis Liang; Blake Hansen; Alejandra Avalos-Pacheco; Roberta De Vito,,2025-06-23T10:25:28Z,http://arxiv.org/abs/2506.18479v1
2506.20697v1,scMamba: A Scalable Foundation Model for Single-Cell Multi-Omics   Integration Beyond Highly Variable Feature Selection,"The advent of single-cell multi-omics technologies has enabled the simultaneous profiling of diverse omics layers within individual cells. Integrating such multimodal data provides unprecedented insights into cellular identity, regulatory processes, and disease mechanisms. However, it remains challenging, as current methods often rely on selecting highly variable genes or peaks during preprocessing, which may inadvertently discard crucial biological information. Here, we present scMamba, a foundation model designed to integrate single-cell multi-omics data without the need for prior feature selection while preserving genomic positional information. scMamba introduces a patch-based cell tokenization strategy that treats genomics regions as words (tokens) and cells as sentences. Building upon the concept of state space duality, scMamba distills rich biological insights from high-dimensional, sparse single-cell multi-omics data. Additionally, our novel contrastive learning approach, enhanced with cosine similarity regularization, enables superior alignment across omics layers compared to traditional methods. Systematic benchmarking across multiple datasets demonstrates that scMamba significantly outperforms state-of-the-art methods in preserving biological variation, aligning omics layers, and enhancing key downstream tasks such as clustering, cell type annotation, and trajectory inference. Our findings position scMamba as a powerful tool for large-scale single-cell multi-omics integration, capable of handling large-scale atlases and advancing biological discovery.",Zhen Yuan; Shaoqing Jiao; Yihang Xiao; Jiajie Peng,,2025-06-25T12:58:01Z,http://arxiv.org/abs/2506.20697v1
2507.09378v1,Context-Aware Regularization with Markovian Integration for   Attention-Based Nucleotide Analysis,"Transformers have revolutionized nucleotide sequence analysis, yet capturing long-range dependencies remains challenging. Recent studies show that autoregressive transformers often exhibit Markovian behavior by relying on fixed-length context windows for next-token prediction. However, standard self-attention mechanisms are computationally inefficient for long sequences due to their quadratic complexity and do not explicitly enforce global transition consistency.   We introduce CARMANIA (Context-Aware Regularization with Markovian Integration for Attention-Based Nucleotide Analysis), a self-supervised pretraining framework that augments next-token (NT) prediction with a transition-matrix (TM) loss. The TM loss aligns predicted token transitions with empirically derived n-gram statistics from each input sequence, encouraging the model to capture higher-order dependencies beyond local context. This integration enables CARMANIA to learn organism-specific sequence structures that reflect both evolutionary constraints and functional organization.   We evaluate CARMANIA across diverse genomic tasks, including regulatory element prediction, functional gene classification, taxonomic inference, antimicrobial resistance detection, and biosynthetic gene cluster classification. CARMANIA outperforms the previous best long-context model by at least 7 percent, matches state-of-the-art on shorter sequences (exceeding prior results on 20 out of 40 tasks while running approximately 2.5 times faster), and shows particularly strong improvements on enhancer and housekeeping gene classification tasks, including up to a 34 percent absolute gain in Matthews correlation coefficient (MCC) for enhancer prediction. The TM loss boosts accuracy in 33 of 40 tasks, especially where local motifs or regulatory patterns drive prediction.",Mohammadsaleh Refahi; Mahdi Abavisani; Bahrad A. Sokhansanj; James R. Brown; Gail Rosen,,2025-07-12T19:03:28Z,http://arxiv.org/abs/2507.09378v1
2507.11313v1,Tree inference with varifold distances,"In this paper, we consider a tree inference problem motivated by the critical problem in single-cell genomics of reconstructing dynamic cellular processes from sequencing data. In particular, given a population of cells sampled from such a process, we are interested in the problem of ordering the cells according to their progression in the process. This is known as trajectory inference. If the process is differentiation, this amounts to reconstructing the corresponding differentiation tree. One way of doing this in practice is to estimate the shortest-path distance between nodes based on cell similarities observed in sequencing data. Recent sequencing techniques make it possible to measure two types of data: gene expression levels, and RNA velocity, a vector that predicts changes in gene expression. The data then consist of a discrete vector field on a (subset of a) Euclidean space of dimension equal to the number of genes under consideration. By integrating this velocity field, we trace the evolution of gene expression levels in each single cell from some initial stage to its current stage. Eventually, we assume that we have a faithful embedding of the differentiation tree in a Euclidean space, but which we only observe through the curves representing the paths from the root to the nodes. Using varifold distances between such curves, we define a similarity measure between nodes which we prove approximates the shortest-path distance in a tree that is isomorphic to the target tree.",Elodie Maignant; Tim Conrad; Christoph von Tycowicz,,2025-07-15T13:45:20Z,http://arxiv.org/abs/2507.11313v1
2507.11848v1,Interactive Hybrid Rice Breeding with Parametric Dual Projection,"Hybrid rice breeding crossbreeds different rice lines and cultivates the resulting hybrids in fields to select those with desirable agronomic traits, such as higher yields. Recently, genomic selection has emerged as an efficient way for hybrid rice breeding. It predicts the traits of hybrids based on their genes, which helps exclude many undesired hybrids, largely reducing the workload of field cultivation. However, due to the limited accuracy of genomic prediction models, breeders still need to combine their experience with the models to identify regulatory genes that control traits and select hybrids, which remains a time-consuming process. To ease this process, in this paper, we proposed a visual analysis method to facilitate interactive hybrid rice breeding. Regulatory gene identification and hybrid selection naturally ensemble a dual-analysis task. Therefore, we developed a parametric dual projection method with theoretical guarantees to facilitate interactive dual analysis. Based on this dual projection method, we further developed a gene visualization and a hybrid visualization to verify the identified regulatory genes and hybrids. The effectiveness of our method is demonstrated through the quantitative evaluation of the parametric dual projection method, identified regulatory genes and desired hybrids in the case study, and positive feedback from breeders.",Changjian Chen; Pengcheng Wang; Fei Lyu; Zhuo Tang; Li Yang; Long Wang; Yong Cai; Feng Yu; Kenli Li,,2025-07-16T02:25:31Z,http://arxiv.org/abs/2507.11848v1
2507.12805v1,PMKLC: Parallel Multi-Knowledge Learning-based Lossless Compression for   Large-Scale Genomics Database,"Learning-based lossless compressors play a crucial role in large-scale genomic database backup, storage, transmission, and management. However, their 1) inadequate compression ratio, 2) low compression \& decompression throughput, and 3) poor compression robustness limit their widespread adoption and application in both industry and academia. To solve those challenges, we propose a novel \underline{P}arallel \underline{M}ulti-\underline{K}nowledge \underline{L}earning-based \underline{C}ompressor (PMKLC) with four crucial designs: 1) We propose an automated multi-knowledge learning-based compression framework as compressors' backbone to enhance compression ratio and robustness; 2) we design a GPU-accelerated ($s$,$k$)-mer encoder to optimize compression throughput and computing resource usage; 3) we introduce data block partitioning and Step-wise Model Passing (SMP) mechanisms for parallel acceleration; 4) We design two compression modes PMKLC-S and PMKLC-M to meet the complex application scenarios, where the former runs on a resource-constrained single GPU and the latter is multi-GPU accelerated. We benchmark PMKLC-S/M and 14 baselines (7 traditional and 7 leaning-based) on 15 real-world datasets with different species and data sizes. Compared to baselines on the testing datasets, PMKLC-S/M achieve the average compression ratio improvement up to 73.609\% and 73.480\%, the average throughput improvement up to 3.036$\times$ and 10.710$\times$, respectively. Besides, PMKLC-S/M also achieve the best robustness and competitive memory cost, indicating its greater stability against datasets with different probability distribution perturbations, and its strong ability to run on memory-constrained devices.",Hui Sun; Yanfeng Ding; Liping Yi; Huidong Ma; Gang Wang; Xiaoguang Liu; Cheng Zhong; Wentong Cai,,2025-07-17T05:46:08Z,http://arxiv.org/abs/2507.12805v1
2507.16978v1,Fast and Scalable Gene Embedding Search: A Comparative Study of FAISS   and ScaNN,"The exponential growth of DNA sequencing data has outpaced traditional heuristic-based methods, which struggle to scale effectively. Efficient computational approaches are urgently needed to support large-scale similarity search, a foundational task in bioinformatics for detecting homology, functional similarity, and novelty among genomic and proteomic sequences. Although tools like BLAST have been widely used and remain effective in many scenarios, they suffer from limitations such as high computational cost and poor performance on divergent sequences.   In this work, we explore embedding-based similarity search methods that learn latent representations capturing deeper structural and functional patterns beyond raw sequence alignment. We systematically evaluate two state-of-the-art vector search libraries, FAISS and ScaNN, on biologically meaningful gene embeddings. Unlike prior studies, our analysis focuses on bioinformatics-specific embeddings and benchmarks their utility for detecting novel sequences, including those from uncharacterized taxa or genes lacking known homologs. Our results highlight both computational advantages (in memory and runtime efficiency) and improved retrieval quality, offering a promising alternative to traditional alignment-heavy tools.",Mohammad Saleh Refahi; Gavin Hearne; Harrison Muller; Kieran Lynch; Bahrad A. Sokhansanj; James R. Brown; Gail Rosen,,2025-07-22T19:28:54Z,http://arxiv.org/abs/2507.16978v1
2507.20644v1,Deep Generative Models of Evolution: SNP-level Population Adaptation by   Genomic Linkage Incorporation,"The investigation of allele frequency trajectories in populations evolving under controlled environmental pressures has become a popular approach to study evolutionary processes on the molecular level. Statistical models based on well-defined evolutionary concepts can be used to validate different hypotheses about empirical observations. Despite their popularity, classic statistical models like the Wright-Fisher model suffer from simplified assumptions such as the independence of selected loci along a chromosome and uncertainty about the parameters. Deep generative neural networks offer a powerful alternative known for the integration of multivariate dependencies and noise reduction. Due to their high data demands and challenging interpretability they have, so far, not been widely considered in the area of population genomics. To address the challenges in the area of Evolve and Resequencing experiments (E&R) based on pooled sequencing (Pool-Seq) data, we introduce a deep generative neural network that aims to model a concept of evolution based on empirical observations over time. The proposed model estimates the distribution of allele frequency trajectories by embedding the observations from single nucleotide polymorphisms (SNPs) with information from neighboring loci. Evaluation on simulated E&R experiments demonstrates the model's ability to capture the distribution of allele frequency trajectories and illustrates the representational power of deep generative models on the example of linkage disequilibrium (LD) estimation. Inspecting the internally learned representations enables estimating pairwise LD, which is typically inaccessible in Pool-Seq data. Our model provides competitive LD estimation in Pool-Seq data high degree of LD when compared to existing methods.",Julia Siekiera; Christian Schlötterer; Stefan Kramer,,2025-07-28T09:03:09Z,http://arxiv.org/abs/2507.20644v1
2507.21035v2,GenoMAS: A Multi-Agent Framework for Scientific Discovery via   Code-Driven Gene Expression Analysis,"Gene expression analysis holds the key to many biomedical discoveries, yet extracting insights from raw transcriptomic data remains formidable due to the complexity of multiple large, semi-structured files and the need for extensive domain expertise. Current automation approaches are often limited by either inflexible workflows that break down in edge cases or by fully autonomous agents that lack the necessary precision for rigorous scientific inquiry. GenoMAS charts a different course by presenting a team of LLM-based scientists that integrates the reliability of structured workflows with the adaptability of autonomous agents. GenoMAS orchestrates six specialized LLM agents through typed message-passing protocols, each contributing complementary strengths to a shared analytic canvas. At the heart of GenoMAS lies a guided-planning framework: programming agents unfold high-level task guidelines into Action Units and, at each juncture, elect to advance, revise, bypass, or backtrack, thereby maintaining logical coherence while bending gracefully to the idiosyncrasies of genomic data.   On the GenoTEX benchmark, GenoMAS reaches a Composite Similarity Correlation of 89.13% for data preprocessing and an F$_1$ of 60.48% for gene identification, surpassing the best prior art by 10.61% and 16.85% respectively. Beyond metrics, GenoMAS surfaces biologically plausible gene-phenotype associations corroborated by the literature, all while adjusting for latent confounders. Code is available at https://github.com/Liu-Hy/GenoMAS.",Haoyang Liu; Yijiang Li; Haohan Wang,,2025-07-28T17:55:08Z,http://arxiv.org/abs/2507.21035v2
2508.02743v1,A Novel cVAE-Augmented Deep Learning Framework for Pan-Cancer RNA-Seq   Classification,"Pan-cancer classification using transcriptomic (RNA-Seq) data can inform tumor subtyping and therapy selection, but is challenging due to extremely high dimensionality and limited sample sizes. In this study, we propose a novel deep learning framework that uses a class-conditional variational autoencoder (cVAE) to augment training data for pan-cancer gene expression classification. Using 801 tumor RNA-Seq samples spanning 5 cancer types from The Cancer Genome Atlas (TCGA), we first perform feature selection to reduce 20,531 gene expression features to the 500 most variably expressed genes. A cVAE is then trained on this data to learn a latent representation of gene expression conditioned on cancer type, enabling the generation of synthetic gene expression samples for each tumor class. We augment the training set with these cVAE-generated samples (doubling the dataset size) to mitigate overfitting and class imbalance. A two-layer multilayer perceptron (MLP) classifier is subsequently trained on the augmented dataset to predict tumor type. The augmented framework achieves high classification accuracy (~98%) on a held-out test set, substantially outperforming a classifier trained on the original data alone. We present detailed experimental results, including VAE training curves, classifier performance metrics (ROC curves and confusion matrix), and architecture diagrams to illustrate the approach. The results demonstrate that cVAE-based synthetic augmentation can significantly improve pan-cancer prediction performance, especially for underrepresented cancer classes.",Vinil Polepalli,,2025-08-02T16:57:31Z,http://arxiv.org/abs/2508.02743v1
2508.08312v1,CFM-GP: Unified Conditional Flow Matching to Learn Gene Perturbation   Across Cell Types,"Understanding gene perturbation effects across diverse cellular contexts is a central challenge in functional genomics, with important implications for therapeutic discovery and precision medicine. Single-cell technologies enable high-resolution measurement of transcriptional responses, but collecting such data is costly and time-consuming, especially when repeated for each cell type. Existing computational methods often require separate models per cell type, limiting scalability and generalization. We present CFM-GP, a method for cell type-agnostic gene perturbation prediction. CFM-GP learns a continuous, time-dependent transformation between unperturbed and perturbed gene expression distributions, conditioned on cell type, allowing a single model to predict across all cell types. Unlike prior approaches that use discrete modeling, CFM-GP employs a flow matching objective to capture perturbation dynamics in a scalable manner. We evaluate on five datasets: SARS-CoV-2 infection, IFN-beta stimulated PBMCs, glioblastoma treated with Panobinostat, lupus under IFN-beta stimulation, and Statefate progenitor fate mapping. CFM-GP consistently outperforms state-of-the-art baselines in R-squared and Spearman correlation, and pathway enrichment analysis confirms recovery of key biological pathways. These results demonstrate the robustness and biological fidelity of CFM-GP as a scalable solution for cross-cell type gene perturbation prediction.",Abrar Rahman Abir; Sajib Acharjee Dip; Liqing Zhang,,2025-08-09T00:00:17Z,http://arxiv.org/abs/2508.08312v1
2508.11069v1,Functional Analysis of Variance for Association Studies,"While progress has been made in identifying common genetic variants associated with human diseases, for most of common complex diseases, the identified genetic variants only account for a small proportion of heritability. Challenges remain in finding additional unknown genetic variants predisposing to complex diseases. With the advance in next-generation sequencing technologies, sequencing studies have become commonplace in genetic research. The ongoing exome-sequencing and whole-genome-sequencing studies generate a massive amount of sequencing variants and allow researchers to comprehensively investigate their role in human diseases. The discovery of new disease-associated variants can be enhanced by utilizing powerful and computationally efficient statistical methods. In this paper, we propose a functional analysis of variance (FANOVA) method for testing an association of sequence variants in a genomic region with a qualitative trait. The FANOVA has a number of advantages: (1) it tests for a joint effect of gene variants, including both common and rare; (2) it fully utilizes linkage disequilibrium and genetic position information; and (3) allows for either protective or risk-increasing causal variants. Through simulations, we show that FANOVA outperform two popularly used methods - SKAT and a previously proposed method based on functional linear models (FLM), - especially if a sample size of a study is small and/or sequence variants have low to moderate effects. We conduct an empirical study by applying three methods (FANOVA, SKAT and FLM) to sequencing data from Dallas Heart Study. While SKAT and FLM respectively detected ANGPTL 4 and ANGPTL 3 associated with obesity, FANOVA was able to identify both genes associated with obesity.",Olga A. Vsevolozhskaya; Dmitri V. Zaykin; Mark C. Greenwood; Changshuai Wei; Qing Lu,,2025-08-14T21:02:45Z,http://arxiv.org/abs/2508.11069v1
2508.12464v1,On the Fitness Landscape in the $NK$ Model,"The $NK$ model, introduced by Kauffman, Levin, and Weinberger, is a random field used to describe the fitness landscape of certain species with $N$ genetic loci, each interacting with $K$ others. The model has wide applications in understanding evolutionary and natural selection as it captures ruggedness feature of the fitness landscape. Earlier literature has been focused on the case $K$ being a fixed positive integer and used tools from Ergodic and Markov theory. In this paper, by viewing it as a statistical physics object, we investigate the $NK$ model in the regime $K/N\to\alpha \in(0,1]$ via the spin glass methodologies. Our main result identifies the exact limits for the free energy at any temperature and the maximum fitness. Moreover, we show that the $NK$ model exhibits a multiple-peak structure, namely, the number of near-fittest genomes that are asymptotically orthogonal to each other is exponentially large. Based on establishing the overlap gap properties, we obtain quantitative descriptions for the geometry of the fitness landscape and deduce that, in particular, near-fittest evolutionary paths become impossible as the fitness levels of the genomes approach the global maximum for any $\alpha\in (0,1]$. Nevertheless, we also show that by choosing $\alpha$ sufficiently small, an evolutionary path maintained at a given fitness level can be constructed with high probability.",Wei-Kuo Chen; Si Tang,,2025-08-17T18:27:54Z,http://arxiv.org/abs/2508.12464v1
2508.13552v1,Collapsing ROC approach for risk prediction research on both common and   rare variants,"Risk prediction that capitalizes on emerging genetic findings holds great promise for improving public health and clinical care. However, recent risk prediction research has shown that predictive tests formed on existing common genetic loci, including those from genome-wide association studies, have lacked sufficient accuracy for clinical use. Because most rare variants on the genome have not yet been studied for their role in risk prediction, future disease prediction discoveries should shift toward a more comprehensive risk prediction strategy that takes into account both common and rare variants. We are proposing a collapsing receiver operating characteristic CROC approach for risk prediction research on both common and rare variants. The new approach is an extension of a previously developed forward ROC FROC approach, with additional procedures for handling rare variants. The approach was evaluated through the use of 533 single-nucleotide polymorphisms SNPs in 37 candidate genes from the Genetic Analysis Workshop 17 mini-exome data set. We found that a prediction model built on all SNPs gained more accuracy AUC = 0.605 than one built on common variants alone AUC = 0.585. We further evaluated the performance of two approaches by gradually reducing the number of common variants in the analysis. We found that the CROC method attained more accuracy than the FROC method when the number of common variants in the data decreased. In an extreme scenario, when there are only rare variants in the data, the CROC reached an AUC value of 0.603, whereas the FROC had an AUC value of 0.524.",Changshuai Wei; Qing Lu,,2025-08-19T06:21:50Z,http://arxiv.org/abs/2508.13552v1
2503.13189v1,Causes of evolutionary divergence in prostate cancer,"Cancer progression involves the sequential accumulation of genetic alterations that cumulatively shape the tumour phenotype. In prostate cancer, tumours can follow divergent evolutionary trajectories that lead to distinct subtypes, but the causes of this divergence remain unclear. While causal inference could elucidate the factors involved, conventional methods are unsuitable due to the possibility of unobserved confounders and ambiguity in the direction of causality. Here, we propose a method that circumvents these issues and apply it to genomic data from 829 prostate cancer patients. We identify several genetic alterations that drive divergence as well as others that prevent this transition, locking tumours into one trajectory. Further analysis reveals that these genetic alterations may cause each other, implying a positive-feedback loop that accelerates divergence. Our findings provide insights into how cancer subtypes emerge and offer a foundation for genomic surveillance strategies aimed at monitoring the progression of prostate cancer.",Emre Esenturk; Atef Sahli; Valeriia Haberland; Aleksandra Ziuboniewicz; Christopher Wirth; G. Steven Bova; Robert G Bristow; Mark N Brook; Benedikt Brors; Adam Butler; Géraldine Cancel-Tassin; Kevin CL Cheng; Colin S Cooper; Niall M Corcoran; Olivier Cussenot; Ros A Eeles; Francesco Favero; Clarissa Gerhauser; Abraham Gihawi; Etsehiwot G Girma; Vincent J Gnanapragasam; Andreas J Gruber; Anis Hamid; Vanessa M Hayes; Housheng Hansen He; Christopher M Hovens; Eddie Luidy Imada; G. Maria Jakobsdottir; Chol-hee Jung; Francesca Khani; Zsofia Kote-Jarai; Philippe Lamy; Gregory Leeman; Massimo Loda; Pavlo Lutsik; Luigi Marchionni; Ramyar Molania; Anthony T Papenfuss; Diogo Pellegrina; Bernard Pope; Lucio R Queiroz; Tobias Rausch; Jüri Reimand; Brian Robinson; Thorsten Schlomm; Karina D Sørensen; Sebastian Uhrig; Joachim Weischenfeldt; Yaobo Xu; Takafumi N Yamaguchi; Claudio Zanettini; Andy G Lynch; David C Wedge; Daniel S Brewer; Dan J Woodcock,,2025-03-17T14:00:02Z,http://arxiv.org/abs/2503.13189v1
2503.18810v1,Combining multiplexed functional data to improve variant classification,"With the surge in the number of variants of uncertain significance (VUS) reported in ClinVar in recent years, there is an imperative to resolve VUS at scale. Multiplexed assays of variant effect (MAVEs), which allow the functional consequence of 100s to 1000s of genetic variants to be measured in a single experiment, are emerging as a source of evidence which can be used for clinical gene variant classification. Increasingly, there are multiple published MAVEs for the same gene, sometimes measuring different aspects of variant impact. Where multiple functional consequences may need to be considered to get a more complete understanding of variant effects for a given gene, combining data from multiple MAVEs may lead to the assignment of increased evidence strength which could impact variant classifications. Here, we provide guidance for combining such multiplexed functional data, incorporating a stepwise process from data curation and collection to model generation and validation. We illustrate the potential of this approach by showing the integration of multiplexed functional data from four MAVEs for the gene TP53. By following these steps, researchers can maximize the value of MAVEs, strengthen the functional evidence for clinical variant classification, reclassify more VUS, and potentially uncover novel mechanisms of pathogenicity for clinically relevant genes.",Atlas of Variant Effects Alliance;  :; Jeffrey D. Calhoun; Moez Dawood; Charlie F. Rowlands; Shawn Fayer; Elizabeth J. Radford; Abbye E. McEwen; Clare Turnbull; Amanda B. Spurdle; Lea M. Starita; Sujatha Jagannathan,"Ken and Ruth Davee Department of Neurology, Northwestern Feinberg School of Medicine, Chicago, Illinois; Ken and Ruth Davee Department of Neurology, Northwestern Feinberg School of Medicine, Chicago, Illinois; Ken and Ruth Davee Department of Neurology, Northwestern Feinberg School of Medicine, Chicago, Illinois; Human Genome Sequencing Center, Baylor College of Medicine, Houston, TX, USA; Division of Genetics and Epidemiology, The Institute of Cancer Research, London, UK; Brotman Baty Institute for Precision Medicine, Seattle, WA, USA; Wellcome Sanger Institute, Hinxton, CB10 1SA, UK; Brotman Baty Institute for Precision Medicine, Seattle, WA, USA; Division of Genetics and Epidemiology, The Institute of Cancer Research, London, UK; Population Health Program, QIMR Berghofer Medical Research Institute, Herston, Australia; Division of Genetics and Epidemiology, The Institute of Cancer Research, London, UK; Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, CO, USA",2025-03-24T15:51:25Z,http://arxiv.org/abs/2503.18810v1
2502.09351v1,"Data Sharing in the PRIMED Consortium: Design, implementation, and   recommendations for future policymaking","Sharing diverse genomic and other biomedical datasets is critical to advance scientific discoveries and their equitable translation to improve human health. However, data sharing remains challenging in the context of legacy datasets, evolving policies, multi-institutional consortium science, and international stakeholders. The NIH-funded Polygenic Risk Methods in Diverse Populations (PRIMED) Consortium was established to improve the performance of polygenic risk estimates for a broad range of health and disease outcomes with global impacts. Improving polygenic risk score performance across genetically diverse populations requires access to large, diverse cohorts. We report on the design and implementation of data sharing policies and procedures developed in PRIMED to aggregate and analyze data from multiple, heterogeneous sources while adhering to existing data sharing policies for each integrated dataset. We describe two primary data sharing mechanisms: coordinated dbGaP applications and a Consortium Data Sharing Agreement, as well as provide alternatives when individual-level data cannot be shared within the Consortium (e.g., federated analyses). We also describe technical implementation of Consortium data sharing in the NHGRI Analysis Visualization and Informatics Lab-space (AnVIL) cloud platform, to share derived individual-level data, genomic summary results, and methods workflows with appropriate permissions. As a Consortium making secondary use of pre-existing data sources, we also discuss challenges and propose solutions for release of individual- and summary-level data products to the broader scientific community. We make recommendations for ongoing and future policymaking with the goal of informing future consortia and other research activities.",Johanna L. Smith; Quenna Wong; Whitney Hornsby; Matthew P. Conomos; Benjamin D. Heavner; Iftikhar J. Kullo; Bruce M. Psaty; Stephen S. Rich; Bamidele Tayo; Pradeep Natarajan; Sarah C. Nelson; Polygenic Risk Methods in Diverse Populations PRIMED Consortium Data Sharing Working Group; Polygenic Risk Methods in Diverse Populations PRIMED Consortium,,2025-02-12T17:31:39Z,http://arxiv.org/abs/2502.09351v1
2505.14675v1,Semi-parametric efficient estimation of small genetic effects in   large-scale population cohorts,"Population genetics seeks to quantify DNA variant associations with traits or diseases, as well as interactions among variants and with environmental factors. Computing millions of estimates in large cohorts in which small effect sizes are expected, necessitates minimising model-misspecification bias to control false discoveries. We present TarGene, a unified statistical workflow for the semi-parametric efficient and double robust estimation of genetic effects including k-point interactions among categorical variables in the presence of confounding and weak population dependence. k-point interactions, or Average Interaction Effects (AIEs), are a direct generalisation of the usual average treatment effect (ATE). We estimate AIEs with cross-validated and/or weighted versions of Targeted Minimum Loss-based Estimators (TMLE) and One-Step Estimators (OSE). The effect of dependence among data units on variance estimates is corrected by using sieve plateau variance estimators based on genetic relatedness across the units. We present extensive realistic simulations to demonstrate power, coverage, and control of type I error. Our motivating application is the targeted estimation of genetic effects on trait, including two-point and higher-order gene-gene and gene-environment interactions, in large-scale genomic databases such as UK Biobank and All of Us. All cross-validated and/or weighted TMLE and OSE for the AIE k-point interaction, as well as ATEs, conditional ATEs and functions thereof, are implemented in the general purpose Julia package TMLE.jl. For high-throughput applications in population genomics, we provide the open-source Nextflow pipeline and software TarGene which integrates seamlessly with modern high-performance and cloud computing platforms.",Olivier Labayle; Breeshey Roskams-Hieter; Joshua Slaughter; Kelsey Tetley-Campbell; Mark J. van der Laan; Chris P. Ponting; Sjoerd Viktor Beentjes; Ava Khamseh,,2025-05-20T17:58:10Z,http://arxiv.org/abs/2505.14675v1
